created_at,timestamp,mmsi,msg_type,latitude,longitude,speed,course,heading,rot,imo,name,call_sign,flag,draught,ship_and_cargo_type,length,width,eta,destination,status,maneuver,accuracy,collection_type,mmsi_label
2020-07-11 07:04:57.112166 UTC,2020-07-11 06:04:17 UTC,353184000,5,-20.47336,58.03208,,,,,9865568,MAJESTIC STAR,3FTP5,PA,14,70,229,32,2020-07-23 08:00:00 UTC,SG SIN PEBGB,,,,satellite,mmsi-353184000
2020-07-12 00:56:20.200298 UTC,2020-07-11 23:46:14 UTC,353184000,5,,,,,,,9865568,MAJESTIC STAR,3FTP5,PA,14,70,229,32,2020-07-23 08:00:00 UTC,SG SIN PEBGB,,,,satellite,mmsi-353184000
2020-07-11 08:45:41.881492 UTC,2020-07-11 04:28:19 UTC,353184000,5,-20.320985,58.280948333333335,,,,,9865568,MAJESTIC STAR,3FTP5,PA,14,70,229,32,2020-07-23 08:00:00 UTC,SG SIN PEBGB,,,,satellite,mmsi-353184000
2020-07-11 09:25:56.264872 UTC,2020-07-11 08:46:26 UTC,353184000,5,-20.300225,58.314785,,,,,9865568,MAJESTIC STAR,3FTP5,PA,14,70,229,32,2020-07-23 08:00:00 UTC,SG SIN PEBGB,,,,satellite,mmsi-353184000
2020-07-11 06:45:30.584085 UTC,2020-07-11 05:58:19 UTC,353184000,5,-20.49712,57.99352,,,,,9865568,MAJESTIC STAR,3FTP5,PA,14,70,229,32,2020-07-23 08:00:00 UTC,SG SIN PEBGB,,,,satellite,mmsi-353184000
2020-07-02 21:55:05.260646 UTC,2020-07-02 20:16:27 UTC,565024000,5,,,,,,,9681883,ERRADALE,9V2064,SG,8.2,79,180,30,2020-07-06 01:00:00 UTC,MZ MPM,,,,satellite,mmsi-565024000
2020-07-02 12:24:43.845388 UTC,2020-07-02 11:57:28 UTC,565024000,5,,,,,,,9681883,ERRADALE,9V2064,SG,8.2,79,180,30,2020-07-06 01:00:00 UTC,MZ MPM,,,,satellite,mmsi-565024000
2020-07-19 16:16:02.599266 UTC,2020-07-19 13:11:06 UTC,372117000,5,-20.533408333333334,57.898603333333334,,,,,9658915,SUNNY ETERNITY,HPSO,PA,7.3,70,225,32,2020-08-08 04:00:00 UTC,BR PNG,,,,satellite,mmsi-372117000
2020-07-19 12:22:25.293677 UTC,2020-07-19 11:58:46 UTC,372117000,5,,,,,,,9658915,SUNNY ETERNITY,HPSO,PA,7.3,70,225,32,2020-08-08 04:00:00 UTC,BR PNG,,,,satellite,mmsi-372117000
2020-07-19 15:06:30.017964 UTC,2020-07-19 10:10:47 UTC,372117000,5,-20.39929,58.017733333333332,,,,,9658915,SUNNY ETERNITY,HPSO,PA,7.3,70,225,32,2020-08-08 04:00:00 UTC,BR PNG,,,,satellite,mmsi-372117000
2020-07-28 00:27:30.689851 UTC,2020-07-27 23:29:52 UTC,538008584,5,,,,,,,9788679,ND MARITSA,V7A2538,MH,8.2,70,200,32,2020-08-16 22:30:00 UTC,SANTOS BRAZIL,,,,satellite,mmsi-538008584
2020-07-30 18:29:35.17754 UTC,2020-07-30 17:28:01 UTC,477326600,5,,,,,,,9854337,JIA YUE,VRSN3,HK,7.2,70,199,32,2020-08-04 06:00:00 UTC,RICHARDS BAY,,,,satellite,mmsi-477326600
2020-07-30 04:09:53.924929 UTC,2020-07-30 01:45:40 UTC,477326600,5,-20.476065,57.956578333333333,,,,,9854337,JIA YUE,VRSN3,HK,7.2,70,199,32,2020-08-04 06:00:00 UTC,RICHARDS BAY,,,,satellite,mmsi-477326600
2020-07-30 03:21:37.67572 UTC,2020-07-29 22:51:41 UTC,477326600,5,-20.391478333333332,58.100435,,,,,9854337,JIA YUE,VRSN3,HK,7.2,70,199,32,2020-08-04 06:00:00 UTC,RICHARDS BAY,,,,satellite,mmsi-477326600
2020-07-30 02:46:42.058321 UTC,2020-07-29 23:15:46 UTC,477326600,5,-20.32442,58.216195,,,,,9854337,JIA YUE,VRSN3,HK,7.2,70,199,32,2020-08-04 06:00:00 UTC,RICHARDS BAY,,,,satellite,mmsi-477326600
2020-07-30 03:59:00.706981 UTC,2020-07-30 03:09:37 UTC,477326600,5,-20.406845,58.073318333333333,,,,,9854337,JIA YUE,VRSN3,HK,7.2,70,199,32,2020-08-04 06:00:00 UTC,RICHARDS BAY,,,,satellite,mmsi-477326600
2020-07-09 09:32:28.829753 UTC,2020-07-09 06:20:08 UTC,218549000,5,-20.250426666666666,58.273093333333335,,,,,9708382,WIKING,DJNY2,DE,9.2,70,255,38,2020-07-20 00:01:00 UTC,NGTIN>SGSIN,,,,satellite,mmsi-218549000
2020-07-23 21:41:51.940369 UTC,2020-07-23 20:54:02 UTC,538008588,5,,,,,,,9860661,BELFUJI,V7A2544,MH,7,70,199,32,2020-07-28 18:00:00 UTC,MAPUTO,,,,satellite,mmsi-538008588
2020-07-03 00:26:00.668163 UTC,2020-07-02 23:44:04 UTC,371626000,5,,,,,,,9342865,NAVIOS SUN,3EDM7,PA,13.8,79,225,32,2020-07-15 00:00:00 UTC,SG SIN,,,,satellite,mmsi-371626000
2020-07-02 12:34:48.285662 UTC,2020-07-02 11:01:46 UTC,371626000,5,-20.328566666666667,58.31245,,,,,9342865,NAVIOS SUN,3EDM7,PA,13.8,79,225,32,2020-07-15 00:00:00 UTC,SG SIN,,,,satellite,mmsi-371626000
2020-07-02 15:49:10.490081 UTC,2020-07-02 14:50:01 UTC,371626000,5,,,,,,,9342865,NAVIOS SUN,3EDM7,PA,13.8,79,225,32,2020-07-15 00:00:00 UTC,SG SIN,,,,satellite,mmsi-371626000
2020-07-02 12:45:12.594158 UTC,2020-07-02 10:49:53 UTC,371626000,5,-20.328566666666667,58.31245,,,,,9342865,NAVIOS SUN,3EDM7,PA,13.8,79,225,32,2020-07-15 00:00:00 UTC,SG SIN,,,,satellite,mmsi-371626000
2020-07-02 12:24:43.845388 UTC,2020-07-02 10:25:50 UTC,371626000,5,-20.359653333333334,58.24512,,,,,9342865,NAVIOS SUN,3EDM7,PA,13.8,79,225,32,2020-07-15 00:00:00 UTC,SG SIN,,,,satellite,mmsi-371626000
2020-07-18 08:05:12.193593 UTC,2020-07-18 06:07:01 UTC,566410000,5,-20.405341666666665,58.22201,,,,,9462029,APL SALALAH,9V9400,SG,14.1,71,347,45,2020-07-29 00:00:00 UTC,SGSIN,,,,satellite,mmsi-566410000
2020-07-18 08:04:57.798029 UTC,2020-07-18 06:13:01 UTC,566410000,5,-20.405341666666665,58.22201,,,,,9462029,APL SALALAH,9V9400,SG,14.1,71,347,45,2020-07-29 00:00:00 UTC,SGSIN,,,,satellite,mmsi-566410000
2020-07-17 16:12:26.561481 UTC,2020-07-17 11:21:36 UTC,477347600,5,-20.383226666666665,58.32248,,,,,9288502,QI FU,VROR9,HK,12,70,190,32,2020-08-08 18:00:00 UTC,TIANJIN,,,,satellite,mmsi-477347600
2020-07-17 15:20:05.345903 UTC,2020-07-17 12:15:40 UTC,477347600,5,-20.4332,58.24234666666667,,,,,9288502,QI FU,VROR9,HK,12,70,190,32,2020-08-08 18:00:00 UTC,TIANJIN,,,,satellite,mmsi-477347600
2020-07-18 08:48:20.11962 UTC,2020-07-18 05:42:03 UTC,477537300,5,-20.44296,58.269413333333333,,,,,9528940,DHT REDWOOD,VRPU5,HK,19.7,80,333,60,,FOR ORDERS,,,,satellite,mmsi-477537300
2020-07-10 09:20:50.248796 UTC,2020-07-10 07:52:06 UTC,477327900,5,-20.390341666666668,58.32241333333333,,,,,9834296,LNG DUBHE,VRRZ8,HK,11.6,84,291,47,2020-07-26 18:30:00 UTC,IN DAH,,,,satellite,mmsi-477327900
2020-07-30 03:59:00.706981 UTC,2020-07-30 03:02:51 UTC,660003100,5,,,,,,,0,SARASWATI,FNLG,RE,2.5,30,18,6,,REUNION ISLAND,,,,satellite,mmsi-660003100
2020-07-14 00:52:24.06968 UTC,2020-07-13 22:27:02 UTC,538006303,5,-20.498746666666666,58.062666666666665,,,,,9738454,SOPHIANA,V7LM9,MH,12.4,70,199,32,2020-07-24 16:00:00 UTC,SG SIN PEBGB,,,,satellite,mmsi-538006303
2020-07-14 03:24:12.76667 UTC,2020-07-13 22:45:21 UTC,538006303,5,-20.479946666666667,58.097893333333332,,,,,9738454,SOPHIANA,V7LM9,MH,12.4,70,199,32,2020-07-24 16:00:00 UTC,SG SIN PEBGB,,,,satellite,mmsi-538006303
2020-07-14 04:58:23.297815 UTC,2020-07-13 23:27:00 UTC,538006303,5,-20.479946666666667,58.097893333333332,,,,,9738454,SOPHIANA,V7LM9,MH,12.4,70,199,32,2020-07-24 16:00:00 UTC,SG SIN PEBGB,,,,satellite,mmsi-538006303
2020-07-14 04:58:40.132583 UTC,2020-07-13 23:20:59 UTC,538006303,5,-20.479946666666667,58.097893333333332,,,,,9738454,SOPHIANA,V7LM9,MH,12.4,70,199,32,2020-07-24 16:00:00 UTC,SG SIN PEBGB,,,,satellite,mmsi-538006303
2020-07-13 12:32:49.53297 UTC,2020-07-13 12:09:02 UTC,538006303,5,,,,,,,9738454,SOPHIANA,V7LM9,MH,12.4,70,199,32,2020-07-24 16:00:00 UTC,SG SIN PEBGB,,,,satellite,mmsi-538006303
2020-07-14 03:25:27.90905 UTC,2020-07-13 22:39:21 UTC,538006303,5,-20.479946666666667,58.097893333333332,,,,,9738454,SOPHIANA,V7LM9,MH,12.4,70,199,32,2020-07-24 16:00:00 UTC,SG SIN PEBGB,,,,satellite,mmsi-538006303
2020-07-22 09:33:18.245087 UTC,2020-07-22 08:42:26 UTC,357396000,5,-20.367973333333332,58.195413333333335,,,,,9678329,NAVIOS LA PAIX,3EZP9,PA,7.3,70,200,32,2020-07-28 08:00:00 UTC,ZA DUR,,,,satellite,mmsi-357396000
2020-07-22 09:33:24.624123 UTC,2020-07-22 07:00:25 UTC,357396000,5,-20.367973333333332,58.195413333333335,,,,,9678329,NAVIOS LA PAIX,3EZP9,PA,7.3,70,200,32,2020-07-28 08:00:00 UTC,ZA DUR,,,,satellite,mmsi-357396000
2020-07-22 11:00:44.079513 UTC,2020-07-22 08:12:25 UTC,357396000,5,-20.507628333333333,58.00699,,,,,9678329,NAVIOS LA PAIX,3EZP9,PA,7.3,70,200,32,2020-07-28 08:00:00 UTC,ZA DUR,,,,satellite,mmsi-357396000
2020-07-07 13:03:40.526319 UTC,2020-07-07 11:24:23 UTC,563025700,5,-20.458258333333333,58.282005,,,,,9789946,LOWLANDS DAWN,9V5341,SG,12.4,70,235,38,2020-07-19 03:00:00 UTC,SINGAPORE,,,,satellite,mmsi-563025700
2020-07-24 15:22:58.31711 UTC,2020-07-24 15:12:20 UTC,477244200,5,-20.3104,58.350506666666668,,,,,9527283,WISDOM DIVA,VRSJ5,HK,7.2,79,218,32,2020-08-11 00:30:00 UTC,PARANAGUA,,,,satellite,mmsi-477244200
2020-07-25 19:12:49.763785 UTC,2020-07-25 16:58:55 UTC,538006057,5,-20.374268333333333,58.25037833333333,,,,,9221437,VERY MARIA,V7JI9,MH,12.8,70,224,32,2020-08-06 02:00:00 UTC,SINGAPORE,,,,satellite,mmsi-538006057
2020-07-25 18:58:33.473494 UTC,2020-07-25 17:10:53 UTC,538006057,5,-20.393216666666667,58.219778333333331,,,,,9221437,VERY MARIA,V7JI9,MH,12.8,70,224,32,2020-08-06 02:00:00 UTC,SINGAPORE,,,,satellite,mmsi-538006057
2020-07-01 17:44:39.578803 UTC,2020-07-01 15:05:10 UTC,477209900,5,-20.359835,58.092828333333337,,,,,9684469,CL EDI,VRSD6,HK,11,70,200,32,2020-07-12 09:00:00 UTC,SINGAPORE  PEBGB,,,,satellite,mmsi-477209900
2020-07-15 13:57:08.765657 UTC,2020-07-14 01:01:06 UTC,538004269,5,-20.33232,58.149093333333333,,,,,9602148,M/V SINOKOR SUNRISE,V7WD2,MH,13,70,229,32,2020-07-30 00:00:00 UTC,ZAPLZ > SGSIN,,,,satellite,mmsi-538004269
2020-07-15 12:39:17.887403 UTC,2020-07-15 10:17:27 UTC,538004269,5,-20.394293333333334,58.064586666666663,,,,,9602148,M/V SINOKOR SUNRISE,V7WD2,MH,13,70,229,32,2020-07-30 06:00:00 UTC,ZAPLZ > SGSIN,,,,satellite,mmsi-538004269
2020-07-15 12:46:47.842552 UTC,2020-07-15 11:11:09 UTC,538004269,5,-20.394293333333334,58.064586666666663,,,,,9602148,M/V SINOKOR SUNRISE,V7WD2,MH,13,70,229,32,2020-07-30 06:00:00 UTC,ZAPLZ > SGSIN,,,,satellite,mmsi-538004269
2020-07-15 12:23:07.846564 UTC,2020-07-15 10:23:23 UTC,538004269,5,-20.4184,58.0324,,,,,9602148,M/V SINOKOR SUNRISE,V7WD2,MH,13,70,229,32,2020-07-30 06:00:00 UTC,ZAPLZ > SGSIN,,,,satellite,mmsi-538004269
2020-07-28 21:20:44.371053 UTC,2020-07-28 18:59:20 UTC,538007343,5,-20.359466666666666,58.278533333333336,,,,,9218789,JOHNNY P,V7KO8,MH,6.8,79,225,32,2020-08-17 01:00:00 UTC,SANTOS,,,,satellite,mmsi-538007343
2020-07-31 19:16:14.649501 UTC,2020-07-31 19:16:14 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 21:28:01.211567 UTC,2020-07-31 21:28:01 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 16:46:04.079343 UTC,2020-07-31 16:46:03 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 13:16:02.811866 UTC,2020-07-31 13:16:02 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 03:28:00.678828 UTC,2020-07-31 03:28:00 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 05:17:08.466361 UTC,2020-07-31 05:17:08 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 22:28:00.416525 UTC,2020-07-31 22:28:00 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 09:21:59.835421 UTC,2020-07-31 09:21:59 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 14:34:02.477051 UTC,2020-07-31 14:34:02 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 21:22:02.591348 UTC,2020-07-31 21:22:02 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 19:04:01.506651 UTC,2020-07-31 19:04:01 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 17:57:58.849653 UTC,2020-07-31 17:57:58 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 04:27:59.476429 UTC,2020-07-31 04:27:59 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 20:21:59.324474 UTC,2020-07-31 20:21:59 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 15:04:03.058069 UTC,2020-07-31 15:04:02 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 13:33:57.596315 UTC,2020-07-31 13:33:57 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 23:03:59.62469 UTC,2020-07-31 23:03:59 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 20:40:14.89357 UTC,2020-07-31 20:40:14 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 06:53:36.630996 UTC,2020-07-31 02:10:00 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,satellite,mmsi-503000112
2020-07-31 22:52:02.425799 UTC,2020-07-31 22:52:02 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 19:04:13.501475 UTC,2020-07-31 19:04:13 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 17:05:57.106211 UTC,2020-07-31 17:05:57 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 05:16:01.161885 UTC,2020-07-31 05:16:01 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 14:36:08.042671 UTC,2020-07-31 14:36:07 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 16:58:02.285685 UTC,2020-07-31 16:58:02 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 00:34:01.070851 UTC,2020-07-31 00:34:00 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 07:40:02.530897 UTC,2020-07-31 07:40:02 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 03:03:58.639951 UTC,2020-07-31 03:03:58 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 05:51:59.320739 UTC,2020-07-31 05:51:59 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 18:09:58.328385 UTC,2020-07-31 18:09:58 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 05:45:58.49471 UTC,2020-07-31 05:45:58 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 18:21:59.031522 UTC,2020-07-31 18:21:58 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 18:57:59.185005 UTC,2020-07-31 18:57:59 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 05:03:59.048911 UTC,2020-07-31 05:03:58 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 01:33:57.816755 UTC,2020-07-31 01:33:57 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 15:41:49.504566 UTC,2020-07-31 15:41:49 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 01:15:59.298013 UTC,2020-07-31 01:15:59 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 17:47:05.799718 UTC,2020-07-31 17:47:05 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 01:52:00.324147 UTC,2020-07-31 01:52:00 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 22:33:58.421254 UTC,2020-07-31 22:33:58 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 04:22:54.23092 UTC,2020-07-31 04:22:54 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 14:47:59.758241 UTC,2020-07-31 14:47:59 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 14:45:58.204803 UTC,2020-07-31 14:45:58 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 16:28:05.233734 UTC,2020-07-31 16:28:05 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 05:39:58.073693 UTC,2020-07-31 05:39:57 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 09:21:59.866357 UTC,2020-07-31 09:21:59 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 04:21:58.976713 UTC,2020-07-31 04:21:58 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 05:03:59.152149 UTC,2020-07-31 05:03:59 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 11:34:01.837843 UTC,2020-07-31 11:34:01 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 02:28:01.150174 UTC,2020-07-31 02:28:01 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 06:52:01.727541 UTC,2020-07-31 06:52:01 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 02:16:02.637629 UTC,2020-07-31 02:16:02 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 16:39:59.501737 UTC,2020-07-31 16:39:59 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 20:46:03.410747 UTC,2020-07-31 20:46:03 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 18:52:04.234302 UTC,2020-07-31 18:52:04 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 03:40:05.33674 UTC,2020-07-31 03:40:05 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 00:21:59.771065 UTC,2020-07-31 00:21:59 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 14:40:03.497243 UTC,2020-07-31 14:40:03 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
2020-07-31 17:47:06.316792 UTC,2020-07-31 17:47:06 UTC,503000112,5,,,,,,,9784972,IRON OSPREY,VNZ2294,AU,6,52,35,14,2019-12-26 05:10:00 UTC,PORT HEDLAND,,,,terrestrial,mmsi-503000112
