created_at,timestamp,mmsi,msg_type,latitude,longitude,speed,course,heading,rot,imo,name,call_sign,flag,draught,ship_and_cargo_type,length,width,eta,destination,status,maneuver,accuracy,collection_type,mmsi_label
2020-07-25 12:31:16.090339 UTC,2020-07-25 12:07:17 UTC,564796000,1,-20.392853333333335,58.179253333333335,14.5,48.7,58,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 12:24:46.657132 UTC,2020-07-25 11:45:51 UTC,564796000,1,-20.44592,58.106293333333333,14.5,53.7,57,-127,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 12:05:23.169328 UTC,2020-07-25 11:54:22 UTC,564796000,1,-20.424906666666665,58.13552,14.5,60.5,58,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 13:25:41.155122 UTC,2020-07-25 11:56:46 UTC,564796000,1,-20.419013333333332,58.143573333333336,14.5,52.2,58,-127,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 11:53:39.719069 UTC,2020-07-25 11:44:30.76 UTC,564796000,1,-20.442288333333334,58.111331666666665,14.5,50,57,-128,,,,SG,,,,,,,15,0,0,dynamic,mmsi-564796000
2020-07-25 13:37:03.338066 UTC,2020-07-25 12:10:35 UTC,564796000,1,-20.38552,58.189466666666668,14.5,50.7,58,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 11:59:39.683008 UTC,2020-07-25 11:54:41.55 UTC,564796000,1,-20.424386666666667,58.136186666666667,14.5,58,58,-128,,,,SG,,,,,,,15,0,0,dynamic,mmsi-564796000
2020-07-25 13:37:16.189638 UTC,2020-07-25 12:09:23 UTC,564796000,1,-20.38848,58.185413333333337,14.5,56.8,58,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 13:37:16.189638 UTC,2020-07-25 12:08:46 UTC,564796000,1,-20.389946666666667,58.18336,14.5,58.6,59,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 13:37:16.189638 UTC,2020-07-25 12:10:17 UTC,564796000,1,-20.386213333333334,58.188506666666669,14.5,50.3,58,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 12:05:23.169328 UTC,2020-07-25 11:53:40 UTC,564796000,1,-20.426666666666666,58.133066666666664,14.5,50.8,57,-127,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 12:17:05.892194 UTC,2020-07-25 12:03:47 UTC,564796000,1,-20.402186666666665,58.16648,14.5,58.2,57,-127,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 12:17:05.892194 UTC,2020-07-25 11:59:35 UTC,564796000,1,-20.41256,58.1524,14.5,52.9,58,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 13:25:41.155122 UTC,2020-07-25 11:56:05 UTC,564796000,1,-20.42072,58.14128,14.5,56.7,58,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 12:17:05.892194 UTC,2020-07-25 12:03:40 UTC,564796000,1,-20.402426666666667,58.16605333333333,14.5,47.2,59,-127,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 13:37:16.189638 UTC,2020-07-25 12:08:52 UTC,564796000,1,-20.38968,58.18368,14.5,49.1,58,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 12:31:16.090339 UTC,2020-07-25 12:08:29 UTC,564796000,1,-20.389946666666667,58.18336,14.5,58.6,59,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 13:25:41.155122 UTC,2020-07-25 11:57:28 UTC,564796000,1,-20.417226666666668,58.14597333333333,14.5,53.2,59,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 13:25:30.62993 UTC,2020-07-25 11:58:35 UTC,564796000,1,-20.414506666666668,58.14968,14.5,45.6,57,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 13:37:16.189638 UTC,2020-07-25 12:06:35 UTC,564796000,1,-20.395333333333333,58.175893333333335,14.5,55.9,57,-127,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 13:37:16.189638 UTC,2020-07-25 12:07:35 UTC,564796000,1,-20.392853333333335,58.179253333333335,14.5,48.7,58,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 13:37:16.189638 UTC,2020-07-25 12:09:04 UTC,564796000,1,-20.3892,58.184373333333333,14.5,50.3,58,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-25 13:47:04.354524 UTC,2020-07-25 11:46:45 UTC,564796000,1,-20.444,58.108933333333333,14.5,50,59,0,,,,SG,,,,,,,0,0,0,satellite,mmsi-564796000
2020-07-28 02:06:44.60746 UTC,2020-07-28 02:05:33.44 UTC,232024937,1,-20.448846666666668,58.194343333333336,14.5,234,230,-128,,,,GB,,,,,,,15,0,0,dynamic,mmsi-232024937
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:52:30 UTC,477392800,1,-20.435013333333334,58.37576,14.5,236,234,-5,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-04 03:25:23.812327 UTC,2020-07-03 22:59:51 UTC,477392800,1,-20.45032,58.3512,14.5,236,235,-4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:55:42.172238 UTC,2020-07-03 22:59:26 UTC,477392800,1,-20.45032,58.3512,14.5,236,235,-4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:55:42.172238 UTC,2020-07-03 23:00:03 UTC,477392800,1,-20.451706666666666,58.34896,14.5,237,235,2,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:55:42.172238 UTC,2020-07-03 23:00:14 UTC,477392800,1,-20.452106666666666,58.348346666666664,14.5,237,235,3,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-04 03:25:23.812327 UTC,2020-07-03 23:00:58 UTC,477392800,1,-20.452853333333334,58.34717333333333,14.5,236,235,4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:53:55 UTC,477392800,1,-20.43824,58.37048,14.5,237,235,3,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-04 03:25:23.812327 UTC,2020-07-03 23:01:15 UTC,477392800,1,-20.453466666666667,58.346106666666664,14.5,237,235,1,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-04 03:25:23.812327 UTC,2020-07-03 23:01:03 UTC,477392800,1,-20.45304,58.346853333333335,14.5,236,235,5,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:52:19 UTC,477392800,1,-20.43464,58.376293333333336,14.5,236,235,-4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:55:42.172238 UTC,2020-07-03 23:00:50 UTC,477392800,1,-20.453466666666667,58.346106666666664,14.5,237,235,1,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:54:01 UTC,477392800,1,-20.4384,58.37024,14.5,235,234,-3,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:55:42.172238 UTC,2020-07-03 23:00:33 UTC,477392800,1,-20.452853333333334,58.34717333333333,14.5,236,235,4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:52:49 UTC,477392800,1,-20.435733333333335,58.37456,14.5,236,235,3,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-04 03:25:23.812327 UTC,2020-07-03 23:00:39 UTC,477392800,1,-20.452106666666666,58.348346666666664,14.5,237,235,3,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:55:42.172238 UTC,2020-07-03 22:55:38 UTC,477392800,1,-20.442053333333334,58.364533333333334,14.5,236,235,-2,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:52:24 UTC,477392800,1,-20.4348,58.376053333333331,14.5,237,235,-6,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-04 03:25:23.812327 UTC,2020-07-03 23:00:28 UTC,477392800,1,-20.451706666666666,58.34896,14.5,237,235,2,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:52:13 UTC,477392800,1,-20.4344,58.376666666666665,14.5,237,235,-4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:55:01 UTC,477392800,1,-20.440773333333333,58.36656,14.5,235,235,6,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:55:43 UTC,477392800,1,-20.442293333333332,58.364133333333335,14.5,237,235,4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:55:13 UTC,477392800,1,-20.441173333333332,58.36592,14.5,236,235,4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:55:19 UTC,477392800,1,-20.441413333333333,58.36557333333333,14.5,236,235,4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:54:14 UTC,477392800,1,-20.438933333333335,58.369413333333334,14.5,235,235,3,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:51:48 UTC,477392800,1,-20.43352,58.37808,14.5,237,235,3,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-04 03:25:23.812327 UTC,2020-07-03 23:00:51 UTC,477392800,1,-20.45256,58.34768,14.5,236,235,4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:54:55 UTC,477392800,1,-20.440506666666668,58.36696,14.5,236,235,5,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-03 23:51:44.18132 UTC,2020-07-03 22:54:25 UTC,477392800,1,-20.439253333333333,58.36888,14.5,235,235,-1,,,,HK,,,,,,,0,0,0,satellite,mmsi-477392800
2020-07-30 11:53:53.820218 UTC,2020-07-30 11:13:55 UTC,645465000,18,-20.437933333333334,57.75725,14.5,51.3,511,,,,,MU,,,,,,,,,1,satellite,mmsi-645465000
2020-07-02 00:19:49.293551 UTC,2020-07-01 23:24:26 UTC,477020100,1,-20.371173333333335,58.11304,14.5,237.4,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:56:08.662754 UTC,2020-07-01 22:58:01 UTC,477020100,1,-20.31576,58.20986666666667,14.5,238.7,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 00:27:29.959147 UTC,2020-07-01 23:24:18 UTC,477020100,1,-20.370533333333334,58.114133333333335,14.5,237.8,236,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:56:08.662754 UTC,2020-07-01 23:02:05 UTC,477020100,1,-20.324266666666666,58.194746666666667,14.5,238.5,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 00:03:09.698519 UTC,2020-07-01 23:05:20 UTC,477020100,1,-20.330986666666668,58.182933333333331,14.5,239.5,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:56:08.662754 UTC,2020-07-01 22:57:42 UTC,477020100,1,-20.31512,58.210986666666663,14.5,239,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:44:34.973803 UTC,2020-07-01 23:30:11 UTC,477020100,1,-20.383253333333332,58.0924,14.5,237.3,236,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:00:26.096577 UTC,2020-07-01 23:25:08 UTC,477020100,1,-20.37184,58.111946666666668,14.5,237.6,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 02:02:02.443176 UTC,2020-07-01 23:12:54 UTC,477020100,1,-20.346986666666666,58.15496,14.5,238.7,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:00:26.096577 UTC,2020-07-01 23:23:08 UTC,477020100,1,-20.367546666666666,58.11922666666667,14.5,238.3,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 00:19:49.293551 UTC,2020-07-01 23:19:50 UTC,477020100,1,-20.361413333333335,58.12984,14.5,237.9,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:56:08.662754 UTC,2020-07-01 22:59:12 UTC,477020100,1,-20.31824,58.205413333333333,14.5,239.6,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:44:34.973803 UTC,2020-07-01 23:32:11 UTC,477020100,1,-20.387546666666665,58.085146666666667,14.5,237.9,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:00:26.096577 UTC,2020-07-01 23:26:27 UTC,477020100,1,-20.37464,58.1072,14.5,238.3,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:44:34.973803 UTC,2020-07-01 23:31:53 UTC,477020100,1,-20.386906666666668,58.08624,14.5,238.3,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:33:24.28698 UTC,2020-07-01 23:23:58 UTC,477020100,1,-20.36968,58.11552,14.5,238.2,236,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 00:27:29.959147 UTC,2020-07-01 23:31:42 UTC,477020100,1,-20.38632,58.08728,14.5,237.9,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:44:33.701936 UTC,2020-07-01 23:33:59 UTC,477020100,1,-20.39144,58.078426666666665,14.5,238.4,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:06:01.1063 UTC,2020-07-01 23:34:17 UTC,477020100,1,-20.392053333333333,58.077386666666669,14.5,238,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:00:26.096577 UTC,2020-07-01 23:20:14 UTC,477020100,1,-20.361413333333335,58.12984,14.5,237.9,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:00:26.096577 UTC,2020-07-01 23:26:56 UTC,477020100,1,-20.375706666666666,58.10536,14.5,238.3,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:00:26.096577 UTC,2020-07-01 23:23:37 UTC,477020100,1,-20.36856,58.117466666666665,14.5,238,236,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:44:34.973803 UTC,2020-07-01 23:32:00 UTC,477020100,1,-20.387146666666666,58.085813333333334,14.5,238.3,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:44:34.973803 UTC,2020-07-01 23:31:41 UTC,477020100,1,-20.38648,58.08696,14.5,237.8,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 02:28:25.051533 UTC,2020-07-01 23:13:41 UTC,477020100,1,-20.348506666666665,58.152346666666666,14.5,239,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:40:54.809081 UTC,2020-07-01 22:44:28 UTC,477020100,1,-20.287093333333335,58.2604,14.5,237.7,236,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 02:02:02.443176 UTC,2020-07-01 23:16:00 UTC,477020100,1,-20.353466666666666,58.143573333333336,14.5,239,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:00:26.096577 UTC,2020-07-01 23:26:15 UTC,477020100,1,-20.37424,58.107866666666666,14.5,238.8,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:54:42.585772 UTC,2020-07-01 23:03:30 UTC,477020100,1,-20.327253333333335,58.1896,14.5,238.8,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 00:27:29.959147 UTC,2020-07-01 23:26:24 UTC,477020100,1,-20.37504,58.106453333333334,14.5,238.5,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:56:08.662754 UTC,2020-07-01 22:57:01 UTC,477020100,1,-20.31368,58.21352,14.5,238.8,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:44:34.973803 UTC,2020-07-01 23:33:16 UTC,477020100,1,-20.389893333333333,58.08112,14.5,238,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:56:08.662754 UTC,2020-07-01 22:56:30 UTC,477020100,1,-20.312586666666668,58.21544,14.5,239.1,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:56:08.662754 UTC,2020-07-01 23:00:53 UTC,477020100,1,-20.32176,58.1992,14.5,238.6,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:00:26.096577 UTC,2020-07-01 23:24:08 UTC,477020100,1,-20.36968,58.11552,14.5,238.2,236,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:44:34.973803 UTC,2020-07-01 23:31:47 UTC,477020100,1,-20.386693333333334,58.086613333333332,14.5,238.1,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:06:01.1063 UTC,2020-07-01 23:34:30 UTC,477020100,1,-20.39248,58.076666666666668,14.5,238.5,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:44:34.973803 UTC,2020-07-01 23:31:11 UTC,477020100,1,-20.38544,58.08872,14.5,237.6,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:56:08.662754 UTC,2020-07-01 22:59:12 UTC,477020100,1,-20.31824,58.205413333333333,14.5,34.8,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:00:26.096577 UTC,2020-07-01 23:24:14 UTC,477020100,1,-20.36992,58.115173333333331,14.5,237.5,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 02:28:25.051533 UTC,2020-07-01 23:15:29 UTC,477020100,1,-20.352266666666665,58.145706666666669,14.5,239,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:00:26.096577 UTC,2020-07-01 23:27:43 UTC,477020100,1,-20.37736,58.102453333333337,14.5,238.1,236,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:44:34.973803 UTC,2020-07-01 23:33:11 UTC,477020100,1,-20.389706666666665,58.08141333333333,14.5,238,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 00:19:49.293551 UTC,2020-07-01 23:22:37 UTC,477020100,1,-20.367306666666668,58.1196,14.5,238.8,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 00:03:09.698519 UTC,2020-07-01 23:04:02 UTC,477020100,1,-20.328266666666668,58.187733333333334,14.5,239.5,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:44:34.973803 UTC,2020-07-01 23:32:05 UTC,477020100,1,-20.387333333333334,58.08552,14.5,237.9,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:56:08.662754 UTC,2020-07-01 22:58:18 UTC,477020100,1,-20.3164,58.20874666666667,14.5,239.4,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:56:08.662754 UTC,2020-07-01 22:56:23 UTC,477020100,1,-20.312346666666667,58.215866666666663,14.5,239.2,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:56:08.662754 UTC,2020-07-01 23:00:12 UTC,477020100,3,-20.32032,58.201706666666666,14.5,239.6,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:44:34.973803 UTC,2020-07-01 23:32:36 UTC,477020100,1,-20.38848,58.083546666666663,14.5,238.1,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:00:26.096577 UTC,2020-07-01 23:21:25 UTC,477020100,1,-20.363893333333333,58.12552,14.5,238.6,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 00:46:09.18194 UTC,2020-07-02 00:38:38.19 UTC,477020100,1,-20.529738333333334,57.846865,14.5,238,236,-128,,,,HK,,,,,,,15,0,0,dynamic,mmsi-477020100
2020-07-01 23:44:37.30395 UTC,2020-07-01 23:27:23 UTC,477020100,1,-20.37736,58.102453333333337,14.5,238.1,236,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 00:19:49.293551 UTC,2020-07-01 23:24:14 UTC,477020100,1,-20.37072,58.11376,14.5,238.1,236,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 00:19:49.293551 UTC,2020-07-01 23:22:19 UTC,477020100,1,-20.366666666666667,58.120693333333335,14.5,238.6,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:56:08.662754 UTC,2020-07-01 22:59:48 UTC,477020100,1,-20.31944,58.203253333333336,14.5,239.7,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:56:08.662754 UTC,2020-07-01 23:01:36 UTC,477020100,1,-20.323173333333333,58.19664,14.5,238.6,236,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 00:19:49.293551 UTC,2020-07-01 23:24:44 UTC,477020100,1,-20.37184,58.111946666666668,14.5,237.6,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:44:34.973803 UTC,2020-07-01 23:30:29 UTC,477020100,1,-20.383946666666667,58.091253333333334,14.5,237.4,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:56:08.662754 UTC,2020-07-01 22:57:54 UTC,477020100,1,-20.31552,58.210293333333333,14.5,239.6,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:33:55.33893 UTC,2020-07-01 23:22:58 UTC,477020100,1,-20.367546666666666,58.11922666666667,14.5,238.3,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:33:55.33893 UTC,2020-07-01 23:22:16 UTC,477020100,1,-20.366053333333333,58.121813333333336,14.5,238.2,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 00:59:36.12649 UTC,2020-07-02 00:01:22 UTC,477020100,1,-20.4492,57.980186666666668,14.5,237.2,236,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:00:26.096577 UTC,2020-07-01 23:22:15 UTC,477020100,1,-20.365626666666667,58.122533333333337,14.5,238.8,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:00:26.096577 UTC,2020-07-01 23:22:26 UTC,477020100,1,-20.366053333333333,58.121813333333336,14.5,238.2,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-01 23:33:55.33893 UTC,2020-07-01 23:21:16 UTC,477020100,1,-20.363893333333333,58.12552,14.5,238.6,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 01:00:26.096577 UTC,2020-07-01 23:25:50 UTC,477020100,1,-20.37336,58.109386666666666,14.5,238.3,237,0,,,,HK,,,,,,,0,0,0,satellite,mmsi-477020100
2020-07-02 11:37:04.330569 UTC,2020-07-02 11:19:34 UTC,477100500,1,-20.345173333333335,57.95706666666667,14.5,219,217,1,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 12:24:48.054939 UTC,2020-07-02 11:57:25 UTC,477100500,1,-20.4648,57.850773333333336,14.5,219.9,217,4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 12:45:12.104017 UTC,2020-07-02 12:21:48 UTC,477100500,1,-20.529146666666666,57.76832,14.5,237.6,234,3,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 12:24:24.97941 UTC,2020-07-02 11:44:27 UTC,477100500,1,-20.424213333333334,57.887066666666669,14.5,219.6,217,4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 12:24:48.054939 UTC,2020-07-02 11:58:24 UTC,477100500,1,-20.467893333333333,57.848026666666669,14.5,220.4,217,-6,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 12:24:24.97941 UTC,2020-07-02 11:43:57 UTC,477100500,1,-20.42264,57.888453333333331,14.5,219.2,217,8,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 11:37:39.986359 UTC,2020-07-02 11:18:10 UTC,477100500,1,-20.34088,57.960853333333333,14.5,219.9,217,2,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 12:24:48.054939 UTC,2020-07-02 11:58:01 UTC,477100500,1,-20.46672,57.849093333333336,14.5,219.6,217,-4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 10:51:32.578926 UTC,2020-07-02 10:30:32 UTC,477100500,1,-20.18944,58.089813333333332,14.5,220.4,215,-3,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 11:23:41.029711 UTC,2020-07-02 11:02:45 UTC,477100500,1,-20.292106666666665,58.002533333333332,14.5,219.3,216,5,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 12:24:48.054939 UTC,2020-07-02 11:59:32 UTC,477100500,1,-20.471413333333334,57.84496,14.5,220.5,217,-5,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 12:24:24.97941 UTC,2020-07-02 11:45:57 UTC,477100500,1,-20.428933333333333,57.882826666666666,14.5,221.1,217,-4,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 11:06:19.425798 UTC,2020-07-02 10:43:34 UTC,477100500,1,-20.2308,58.05466666666667,14.5,218.7,214,-3,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 11:23:41.029711 UTC,2020-07-02 11:01:35 UTC,477100500,1,-20.2884,58.005733333333332,14.5,220.3,215,-6,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 12:24:20.758665 UTC,2020-07-02 11:50:15 UTC,477100500,1,-20.442186666666668,57.87104,14.5,220.1,217,3,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 12:24:24.97941 UTC,2020-07-02 11:44:57 UTC,477100500,1,-20.425813333333334,57.885626666666667,14.5,220.9,217,5,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 12:24:24.97941 UTC,2020-07-02 11:43:50 UTC,477100500,1,-20.422293333333332,57.888773333333333,14.5,217.5,216,-2,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
2020-07-02 11:05:10.949422 UTC,2020-07-02 10:44:52 UTC,477100500,1,-20.235013333333335,58.051173333333331,14.5,217.5,215,3,,,,HK,,,,,,,0,0,0,satellite,mmsi-477100500
